case_id,scenario,gold_factor_position,gold_factor_type,gold_factor_description,agentic_factor_count,agentic_factor_summary,recorded_agentic_evidence,reviewer_A_covered,reviewer_A_notes,reviewer_B_covered,reviewer_B_notes,reviewer_C_covered,reviewer_C_notes,consensus_covered,consensus_status,consensus_notes
AGX-001,在家连续复习了四十多分钟，中间没停过。现在只有十分钟空档，离睡觉还有大约一小时，我不想做活动，只想安静歇一下，接下来怎么安排？,1,behavior_need,continuous study needs interruption,4,F1:study_break | F2:sedentary | F3:sleep | F4:light_recovery,"domains=['study_break', 'sedentary', 'sleep', 'light_recovery'] | knowledge_trace=F1:KC-SRC-003-003,KC-SRC-008-006,KC-SRC-003-004A,KC-SRC-003-004B,KC-SRC-001-003; F2:KC-SRC-007-004,KC-SRC-001-005,KC-SRC-001-004,KC-SRC-003-004A,KC-SRC-001-003; F3:KC-SRC-001-004,KC-SRC-007-003,KC-SRC-003-004A,KC-SRC-008-007,KC-SRC-001-007; F4:KC-SRC-003-004A,KC-SRC-008-004,KC-SRC-003-003,KC-SRC-007-003,KC-SRC-003-004B | explanation=因连续用眼已超建议时长，当前可用时间较短且倾向安静，远眺加轻微活动组合既能科学护眼，又无需强体力投入，契合休息需求与后续睡眠准备。",,,,,,,,,
AGX-016,在学校连续写了四十分钟作业，现在有十分钟课间。操场在维修不能去户外，只能室内走廊走走，怎么休息合适？,3,soft_preference,wants light indoor movement only,4,F1:study_break | F2:physical_activity | F3:outdoor | F4:sedentary,"domains=['study_break', 'physical_activity', 'outdoor', 'sedentary'] | knowledge_trace=F1:KC-SRC-003-003,KC-SRC-008-006,KC-SRC-003-004A,KC-SRC-004-003,KC-SRC-003-004B; F2:KC-SRC-008-004,KC-SRC-003-004A,KC-SRC-007-003,KC-SRC-003-003,KC-SRC-001-005; F3:KC-SRC-001-005,KC-SRC-008-005,KC-SRC-001-001,KC-SRC-008-003,KC-SRC-008-006; F4:KC-SRC-003-002,KC-SRC-008-004,KC-SRC-001-005,KC-SRC-008-008,KC-SRC-008-006 | explanation=因连续读写后眼睛疲劳，且可用时间较短、活动受限，远眺加轻微活动能兼顾视觉放松与身体舒展。任务指令明确匹配当前用眼时长与休息需求，证据指出此组合符合护眼科学建议。",,,,,,,,,
AGX-017,自习室电脑上网课，马上开课只有一分钟，屏幕离眼有点近，先做什么合适？,1,behavior_need,screen too close needs correction before class,4,F1:eye_health | F2:study_break | F3:physical_activity | F4:light_recovery,"domains=['eye_health', 'study_break', 'physical_activity', 'light_recovery'] | knowledge_trace=F1:KC-SRC-008-008,KC-SRC-003-004A,KC-SRC-003-002,KC-SRC-003-003,KC-SRC-008-002A; F2:KC-SRC-003-004B,KC-SRC-008-004,KC-SRC-001-007,KC-SRC-003-004A,KC-SRC-001-005; F3:KC-SRC-003-002,KC-SRC-008-008,KC-SRC-007-003,KC-SRC-007-002,KC-SRC-003-004A; F4:KC-SRC-008-002B,KC-SRC-008-002A,KC-SRC-001-004,KC-SRC-003-002,KC-SRC-003-004A | explanation=当前可用时间较短，且屏幕距离过近可能影响用眼健康；已选任务强调避免卧姿用屏，而用户实际坐姿合规，故该任务不适用。但“停止躺着”作为基础护眼原则，仍提示需优先确保姿势正确——这与快速调整坐姿（F3）和改善视距（F1）直接相关，证据明确支持姿势干预的优先性。",,,,,,,,,
AGX-017,自习室电脑上网课，马上开课只有一分钟，屏幕离眼有点近，先做什么合适？,2,time_constraint,only 1 minute before class,4,F1:eye_health | F2:study_break | F3:physical_activity | F4:light_recovery,"domains=['eye_health', 'study_break', 'physical_activity', 'light_recovery'] | knowledge_trace=F1:KC-SRC-008-008,KC-SRC-003-004A,KC-SRC-003-002,KC-SRC-003-003,KC-SRC-008-002A; F2:KC-SRC-003-004B,KC-SRC-008-004,KC-SRC-001-007,KC-SRC-003-004A,KC-SRC-001-005; F3:KC-SRC-003-002,KC-SRC-008-008,KC-SRC-007-003,KC-SRC-007-002,KC-SRC-003-004A; F4:KC-SRC-008-002B,KC-SRC-008-002A,KC-SRC-001-004,KC-SRC-003-002,KC-SRC-003-004A | explanation=当前可用时间较短，且屏幕距离过近可能影响用眼健康；已选任务强调避免卧姿用屏，而用户实际坐姿合规，故该任务不适用。但“停止躺着”作为基础护眼原则，仍提示需优先确保姿势正确——这与快速调整坐姿（F3）和改善视距（F1）直接相关，证据明确支持姿势干预的优先性。",,,,,,,,,
AGX-017,自习室电脑上网课，马上开课只有一分钟，屏幕离眼有点近，先做什么合适？,3,memory_preference,negative feedback finds MT-EYE-005 unhelpful,4,F1:eye_health | F2:study_break | F3:physical_activity | F4:light_recovery,"domains=['eye_health', 'study_break', 'physical_activity', 'light_recovery'] | knowledge_trace=F1:KC-SRC-008-008,KC-SRC-003-004A,KC-SRC-003-002,KC-SRC-003-003,KC-SRC-008-002A; F2:KC-SRC-003-004B,KC-SRC-008-004,KC-SRC-001-007,KC-SRC-003-004A,KC-SRC-001-005; F3:KC-SRC-003-002,KC-SRC-008-008,KC-SRC-007-003,KC-SRC-007-002,KC-SRC-003-004A; F4:KC-SRC-008-002B,KC-SRC-008-002A,KC-SRC-001-004,KC-SRC-003-002,KC-SRC-003-004A | explanation=当前可用时间较短，且屏幕距离过近可能影响用眼健康；已选任务强调避免卧姿用屏，而用户实际坐姿合规，故该任务不适用。但“停止躺着”作为基础护眼原则，仍提示需优先确保姿势正确——这与快速调整坐姿（F3）和改善视距（F1）直接相关，证据明确支持姿势干预的优先性。",,,,,,,,,
AGX-018,周末在家看电视已经一个多小时没动，现在广告时间有十分钟，怎么安排合适？,1,behavior_need,entertainment sitting needs interruption,4,F1:sedentary | F2:physical_activity | F3:light_recovery | F4:study_break,"domains=['sedentary', 'physical_activity', 'light_recovery', 'study_break'] | knowledge_trace=F1:KC-SRC-003-003,KC-SRC-001-007,KC-SRC-007-003,KC-SRC-007-002,KC-SRC-001-003; F2:KC-SRC-003-004A,KC-SRC-003-003,KC-SRC-008-004,KC-SRC-003-004B,KC-SRC-007-003; F3:KC-SRC-003-003,KC-SRC-003-004A,KC-SRC-001-003,KC-SRC-007-002,KC-SRC-001-007; F4:KC-SRC-003-004B,KC-SRC-001-003,KC-SRC-007-002,KC-SRC-001-007,KC-SRC-003-004A | explanation=已选任务契合当前情况：用户久坐超时且广告时段可用时间较短，任务指令明确要求此时起身活动约10分钟；证据指出该时长可有效缓解视觉疲劳与身体僵硬；个性化偏好中“helpful”“easy”“completed”均支持此低门槛、即时可行的行动。",,,,,,,,,
AGX-018,周末在家看电视已经一个多小时没动，现在广告时间有十分钟，怎么安排合适？,2,time_constraint,10-minute commercial break,4,F1:sedentary | F2:physical_activity | F3:light_recovery | F4:study_break,"domains=['sedentary', 'physical_activity', 'light_recovery', 'study_break'] | knowledge_trace=F1:KC-SRC-003-003,KC-SRC-001-007,KC-SRC-007-003,KC-SRC-007-002,KC-SRC-001-003; F2:KC-SRC-003-004A,KC-SRC-003-003,KC-SRC-008-004,KC-SRC-003-004B,KC-SRC-007-003; F3:KC-SRC-003-003,KC-SRC-003-004A,KC-SRC-001-003,KC-SRC-007-002,KC-SRC-001-007; F4:KC-SRC-003-004B,KC-SRC-001-003,KC-SRC-007-002,KC-SRC-001-007,KC-SRC-003-004A | explanation=已选任务契合当前情况：用户久坐超时且广告时段可用时间较短，任务指令明确要求此时起身活动约10分钟；证据指出该时长可有效缓解视觉疲劳与身体僵硬；个性化偏好中“helpful”“easy”“completed”均支持此低门槛、即时可行的行动。",,,,,,,,,
AGX-018,周末在家看电视已经一个多小时没动，现在广告时间有十分钟，怎么安排合适？,3,memory_preference,positive feedback enjoys MT-SED-002,4,F1:sedentary | F2:physical_activity | F3:light_recovery | F4:study_break,"domains=['sedentary', 'physical_activity', 'light_recovery', 'study_break'] | knowledge_trace=F1:KC-SRC-003-003,KC-SRC-001-007,KC-SRC-007-003,KC-SRC-007-002,KC-SRC-001-003; F2:KC-SRC-003-004A,KC-SRC-003-003,KC-SRC-008-004,KC-SRC-003-004B,KC-SRC-007-003; F3:KC-SRC-003-003,KC-SRC-003-004A,KC-SRC-001-003,KC-SRC-007-002,KC-SRC-001-007; F4:KC-SRC-003-004B,KC-SRC-001-003,KC-SRC-007-002,KC-SRC-001-007,KC-SRC-003-004A | explanation=已选任务契合当前情况：用户久坐超时且广告时段可用时间较短，任务指令明确要求此时起身活动约10分钟；证据指出该时长可有效缓解视觉疲劳与身体僵硬；个性化偏好中“helpful”“easy”“completed”均支持此低门槛、即时可行的行动。",,,,,,,,,
AGX-019,我躺床上看电子书，已经躺了四十分钟，还想再看一会儿，现在应该先做什么？,1,behavior_need,lying-down reading harms eye health,4,F1:sedentary | F2:eye_health | F3:physical_activity | F4:study_break,"domains=['sedentary', 'eye_health', 'physical_activity', 'study_break'] | knowledge_trace=F1:KC-SRC-008-006,KC-SRC-003-003,KC-SRC-003-004A,KC-SRC-007-003,KC-SRC-001-003; F2:KC-SRC-003-004B,KC-SRC-008-008,KC-SRC-003-002,KC-SRC-003-004A,KC-SRC-001-007; F3:KC-SRC-008-006,KC-SRC-003-002,KC-SRC-008-008,KC-SRC-003-003,KC-SRC-007-002; F4:KC-SRC-008-008,KC-SRC-003-002,KC-SRC-003-004A,KC-SRC-003-004B,KC-SRC-008-006 | explanation=已躺卧较久且持续用眼，当前姿势违反“不卧床用电子产品”原则；任务指令明确要求先调整为坐姿再继续。证据指出卧床阅读属不良用眼场景，且专注用脑叠加静止状态易加剧视疲劳与身体负担，故应立即坐起。",,,,,,,,,
AGX-019,我躺床上看电子书，已经躺了四十分钟，还想再看一会儿，现在应该先做什么？,2,context_constraint,"home, lying in bed",4,F1:sedentary | F2:eye_health | F3:physical_activity | F4:study_break,"domains=['sedentary', 'eye_health', 'physical_activity', 'study_break'] | knowledge_trace=F1:KC-SRC-008-006,KC-SRC-003-003,KC-SRC-003-004A,KC-SRC-007-003,KC-SRC-001-003; F2:KC-SRC-003-004B,KC-SRC-008-008,KC-SRC-003-002,KC-SRC-003-004A,KC-SRC-001-007; F3:KC-SRC-008-006,KC-SRC-003-002,KC-SRC-008-008,KC-SRC-003-003,KC-SRC-007-002; F4:KC-SRC-008-008,KC-SRC-003-002,KC-SRC-003-004A,KC-SRC-003-004B,KC-SRC-008-006 | explanation=已躺卧较久且持续用眼，当前姿势违反“不卧床用电子产品”原则；任务指令明确要求先调整为坐姿再继续。证据指出卧床阅读属不良用眼场景，且专注用脑叠加静止状态易加剧视疲劳与身体负担，故应立即坐起。",,,,,,,,,
AGX-019,我躺床上看电子书，已经躺了四十分钟，还想再看一会儿，现在应该先做什么？,3,soft_preference,wants to continue reading after fixing posture,4,F1:sedentary | F2:eye_health | F3:physical_activity | F4:study_break,"domains=['sedentary', 'eye_health', 'physical_activity', 'study_break'] | knowledge_trace=F1:KC-SRC-008-006,KC-SRC-003-003,KC-SRC-003-004A,KC-SRC-007-003,KC-SRC-001-003; F2:KC-SRC-003-004B,KC-SRC-008-008,KC-SRC-003-002,KC-SRC-003-004A,KC-SRC-001-007; F3:KC-SRC-008-006,KC-SRC-003-002,KC-SRC-008-008,KC-SRC-003-003,KC-SRC-007-002; F4:KC-SRC-008-008,KC-SRC-003-002,KC-SRC-003-004A,KC-SRC-003-004B,KC-SRC-008-006 | explanation=已躺卧较久且持续用眼，当前姿势违反“不卧床用电子产品”原则；任务指令明确要求先调整为坐姿再继续。证据指出卧床阅读属不良用眼场景，且专注用脑叠加静止状态易加剧视疲劳与身体负担，故应立即坐起。",,,,,,,,,
AGX-020,临近睡觉了，我躺床上用平板处理最后一点事情，屏幕很亮，大概还要五分钟，现在怎么办？,1,behavior_need,lying screen use near bedtime needs correction,4,F1:sleep | F2:light_recovery | F3:sedentary | F4:study_break,"domains=['sleep', 'light_recovery', 'sedentary', 'study_break'] | knowledge_trace=F1:KC-SRC-008-002B,KC-SRC-001-004,KC-SRC-001-007,KC-SRC-007-004,KC-SRC-003-004A; F2:KC-SRC-001-007,KC-SRC-008-002B,KC-SRC-001-004,KC-SRC-003-004A,KC-SRC-007-002; F3:KC-SRC-003-002,KC-SRC-008-008,KC-SRC-001-007,KC-SRC-007-004,KC-SRC-004-003; F4:KC-SRC-001-004,KC-SRC-001-007,KC-SRC-004-003,KC-SRC-007-004,KC-SRC-001-006 | explanation=该任务直击四大核心问题：高亮屏幕抑制褪黑素（F1）、临睡用屏延缓入睡（F2）、卧姿阻碍生理睡眠准备（F3）、工作延续干扰睡眠信号识别（F4）；指令明确禁止卧床用屏，与证据中“不在卧床时使用电子产品”完全一致，且坐起动作能快速切断不良刺激链。",,,,,,,,,
AGX-020,临近睡觉了，我躺床上用平板处理最后一点事情，屏幕很亮，大概还要五分钟，现在怎么办？,2,sleep_factor,bedtime approaching,4,F1:sleep | F2:light_recovery | F3:sedentary | F4:study_break,"domains=['sleep', 'light_recovery', 'sedentary', 'study_break'] | knowledge_trace=F1:KC-SRC-008-002B,KC-SRC-001-004,KC-SRC-001-007,KC-SRC-007-004,KC-SRC-003-004A; F2:KC-SRC-001-007,KC-SRC-008-002B,KC-SRC-001-004,KC-SRC-003-004A,KC-SRC-007-002; F3:KC-SRC-003-002,KC-SRC-008-008,KC-SRC-001-007,KC-SRC-007-004,KC-SRC-004-003; F4:KC-SRC-001-004,KC-SRC-001-007,KC-SRC-004-003,KC-SRC-007-004,KC-SRC-001-006 | explanation=该任务直击四大核心问题：高亮屏幕抑制褪黑素（F1）、临睡用屏延缓入睡（F2）、卧姿阻碍生理睡眠准备（F3）、工作延续干扰睡眠信号识别（F4）；指令明确禁止卧床用屏，与证据中“不在卧床时使用电子产品”完全一致，且坐起动作能快速切断不良刺激链。",,,,,,,,,
AGX-020,临近睡觉了，我躺床上用平板处理最后一点事情，屏幕很亮，大概还要五分钟，现在怎么办？,3,time_constraint,5 minutes left to finish the task,4,F1:sleep | F2:light_recovery | F3:sedentary | F4:study_break,"domains=['sleep', 'light_recovery', 'sedentary', 'study_break'] | knowledge_trace=F1:KC-SRC-008-002B,KC-SRC-001-004,KC-SRC-001-007,KC-SRC-007-004,KC-SRC-003-004A; F2:KC-SRC-001-007,KC-SRC-008-002B,KC-SRC-001-004,KC-SRC-003-004A,KC-SRC-007-002; F3:KC-SRC-003-002,KC-SRC-008-008,KC-SRC-001-007,KC-SRC-007-004,KC-SRC-004-003; F4:KC-SRC-001-004,KC-SRC-001-007,KC-SRC-004-003,KC-SRC-007-004,KC-SRC-001-006 | explanation=该任务直击四大核心问题：高亮屏幕抑制褪黑素（F1）、临睡用屏延缓入睡（F2）、卧姿阻碍生理睡眠准备（F3）、工作延续干扰睡眠信号识别（F4）；指令明确禁止卧床用屏，与证据中“不在卧床时使用电子产品”完全一致，且坐起动作能快速切断不良刺激链。",,,,,,,,,
AGX-020,临近睡觉了，我躺床上用平板处理最后一点事情，屏幕很亮，大概还要五分钟，现在怎么办？,4,memory_preference,negative feedback dislikes MT-SLEEP-004 brightness approach,4,F1:sleep | F2:light_recovery | F3:sedentary | F4:study_break,"domains=['sleep', 'light_recovery', 'sedentary', 'study_break'] | knowledge_trace=F1:KC-SRC-008-002B,KC-SRC-001-004,KC-SRC-001-007,KC-SRC-007-004,KC-SRC-003-004A; F2:KC-SRC-001-007,KC-SRC-008-002B,KC-SRC-001-004,KC-SRC-003-004A,KC-SRC-007-002; F3:KC-SRC-003-002,KC-SRC-008-008,KC-SRC-001-007,KC-SRC-007-004,KC-SRC-004-003; F4:KC-SRC-001-004,KC-SRC-001-007,KC-SRC-004-003,KC-SRC-007-004,KC-SRC-001-006 | explanation=该任务直击四大核心问题：高亮屏幕抑制褪黑素（F1）、临睡用屏延缓入睡（F2）、卧姿阻碍生理睡眠准备（F3）、工作延续干扰睡眠信号识别（F4）；指令明确禁止卧床用屏，与证据中“不在卧床时使用电子产品”完全一致，且坐起动作能快速切断不良刺激链。",,,,,,,,,
